2.872988243198016933e-01,7.181823583219022478e-01
4.663976331334061531e-01,5.226352929354937116e-01
5.760775533407302973e-01,4.305243597904731545e-01
5.001042297427205074e-01,4.965692143768130618e-01
5.573570707155401927e-01,4.372949153785581355e-01
5.303819558722527860e-01,4.672450326164138690e-01
4.907492897874816684e-01,5.101535031625910044e-01
8.022857339990983050e-01,2.017788659330148338e-01
6.069157695511291362e-01,3.932351743737354521e-01
5.204926158246387935e-01,4.653246275985816194e-01
8.392162803015947858e-01,1.556369042638372502e-01
8.568889624642787028e-01,1.353746482825357034e-01
6.623477078541808449e-01,3.219834726393565605e-01
5.382122328363606600e-01,4.586257345367319993e-01
4.472793234823227437e-01,5.568248765016885482e-01
5.718979356075329923e-01,4.321761201489724424e-01
3.973732565917337811e-01,6.068167263815944512e-01
6.425919983087501342e-01,3.597455832864856484e-01
3.289666540676037254e-01,6.730110412005132492e-01
6.455116320125769969e-01,3.593029814805349109e-01
6.267004494691138516e-01,3.784868740964420497e-01
3.403810586480373601e-01,6.657287165002812035e-01
5.565588373405987443e-01,4.134600563520180461e-01
8.164456324052804526e-01,1.854650720866113378e-01
6.266396614888725125e-01,3.449652799991416163e-01
5.809874265882338795e-01,4.206243891386832190e-01
6.473856966645045175e-01,3.563173350722854682e-01
6.041905981534282377e-01,3.985102439146949171e-01
5.185228346913390851e-01,4.627198578112173832e-01
4.598760530656706425e-01,5.300688711971406342e-01
8.372365903728558045e-01,1.613034022347264451e-01
6.467463710945047239e-01,3.446076189983001692e-01
3.218500349081337975e-01,6.833252473908781877e-01
5.608679652347646760e-01,4.455360834172624740e-01
6.759106530547194236e-01,3.117610926111447633e-01
4.406071054879815430e-01,5.648619538978116861e-01
7.522794054465196112e-01,2.497564665572990228e-01
2.335801455262661031e-01,7.679246317773658070e-01
6.114951422210352927e-01,3.935670890457045878e-01
4.741078329861346807e-01,5.300003163501797454e-01
4.273544242271695159e-01,5.787155528694000184e-01
3.919912387275824583e-01,6.091804112271623772e-01
6.464420637186958363e-01,3.591266764714056148e-01
2.945116442775913557e-01,7.096350347092627020e-01
6.881964096635037054e-01,3.075415307683336263e-01
9.463353545478222495e-01,5.812537747862051019e-02
4.924093537959441935e-01,4.926901338826879528e-01
8.290151531456140255e-01,1.751911363185944537e-01
5.983370292812750790e-01,3.961647871883939853e-01
7.566702790868844453e-01,2.430325455793038436e-01
4.754168736949476726e-01,4.738821048975390138e-01
6.044385270106281682e-01,3.979700509034104217e-01
7.383498638149178506e-01,2.518214550728441470e-01
5.999548698479513220e-01,4.038585670911405412e-01
5.125546423998801338e-01,4.890027607624967132e-01
5.056472159939480182e-01,4.957002204670502565e-01
3.673054470604713018e-01,6.295163668407288693e-01
4.420989566518164771e-01,5.617425599906894496e-01
5.154930525532958052e-01,4.892581329561652703e-01
5.885720972710799526e-01,4.149771546964155511e-01
6.613379647923613991e-01,3.351032821220386593e-01
7.274214778509024981e-01,2.688784626731374749e-01
4.575126461162084546e-01,5.395461388345769160e-01
