2.872988243198016933e-01,6.237589123380816308e-02,7.181823583219022478e-01,3.024524491364462969e-02,4.493350146875818921e-03,2.966751918158567758e-01,2.527472527472527375e-01,4.545454545454545581e-02,1.182317210348706182e-01,8.779286128708386691e-03,3.148055645734033382e-03,3.744458455729846643e-03,8.771929824561403022e-02,2.325581395348836483e-02,2.083333333333333703e-01,4.166666666666665741e-02
4.663976331334061531e-01,2.654904002142352004e-01,5.226352929354937116e-01,6.007012657752947710e-02,4.506016312597465115e-03,2.429667519181585578e-01,3.186813186813186594e-01,0.000000000000000000e+00,9.413984542254796861e-02,7.514159735392501524e-03,2.690437633759938142e-03,3.739963378582522764e-03,1.052631578947368363e-01,2.325581395348836483e-02,2.000000000000000111e-01,3.333333333333333287e-02
5.760775533407302973e-01,2.486682378513407898e-02,4.305243597904731545e-01,7.528925355540398712e-02,9.346060694244439498e-03,1.832907075873827507e-01,4.175824175824175977e-01,1.363636363636363535e-01,7.455286839145106037e-02,1.810162418859478928e-02,6.481063564170381000e-03,7.728241051101612802e-03,2.456140350877193124e-01,6.976744186046510143e-02,3.589743589743589758e-01,7.692307692307691347e-02
5.001042297427205074e-01,9.647534789845080283e-02,4.965692143768130618e-01,1.257150828357432859e-01,3.680002219219388228e-03,2.587382779198635907e-01,2.857142857142856984e-01,0.000000000000000000e+00,1.023943435641973265e-01,9.877653099249887950e-03,3.603493775146048191e-03,3.059846108197046555e-03,1.578947368421052544e-01,2.325581395348836483e-02,3.333333333333332593e-01,3.703703703703702110e-02
5.573570707155401927e-01,1.530276162035912046e-01,4.372949153785581355e-01,9.031092669617803159e-02,7.951245017538435128e-03,1.585677749360613620e-01,5.164835164835164250e-01,4.545454545454545581e-02,6.073552030485984687e-02,2.514781723657116830e-02,9.075013073994581125e-03,6.559442482573374020e-03,6.842105263157894912e-01,5.116279069767440957e-01,8.124999999999998890e-01,4.583333333333332593e-01
5.303819558722527860e-01,1.429732762353913833e-01,4.672450326164138690e-01,3.883616692287991667e-02,1.660486878420225007e-02,2.028985507246376663e-01,3.956043956043955867e-01,1.818181818181818232e-01,7.670949026108578317e-02,4.767170971203597840e-02,1.706914279528005257e-02,1.373981087438312307e-02,3.684210526315789824e-01,3.255813953488371215e-01,5.675675675675675436e-01,3.783783783783783439e-01
4.907492897874816684e-01,8.514718554788608396e-02,5.101535031625910044e-01,4.647250123470587219e-02,6.127596576644947848e-03,2.314578005115089376e-01,3.296703296703296648e-01,0.000000000000000000e+00,9.280089988751405450e-02,1.286103566232804293e-02,4.728664315289639493e-03,5.083217323821066433e-03,2.280701754385965063e-01,4.651162790697672966e-02,4.193548387096774355e-01,6.451612903225804885e-02
8.022857339990983050e-01,3.604540457017779698e-02,2.017788659330148338e-01,8.005684728950190898e-02,1.275486408825297555e-02,2.881500426257459502e-01,2.637362637362637430e-01,4.545454545454545581e-02,1.111274552219433942e-01,2.582839886127914417e-02,9.275122396202730574e-03,1.062054676013112452e-02,2.280701754385965063e-01,2.325581395348836483e-02,5.200000000000000178e-01,3.999999999999999389e-02
6.069157695511291362e-01,1.165220429997262663e-01,3.932351743737354521e-01,7.894225042731074782e-02,2.507166004184148769e-02,2.105711849957374038e-01,3.626373626373626258e-01,0.000000000000000000e+00,8.505865338261286990e-02,5.824722423070255450e-02,2.085469893559181720e-02,2.076978612702411534e-02,5.087719298245614308e-01,4.651162790697673799e-01,8.529411764705882026e-01,5.882352941176470784e-01
5.204926158246387935e-01,3.047237482296605293e-01,4.653246275985816194e-01,1.077089678445636300e-01,2.313585275639542735e-02,1.508951406649616245e-01,3.626373626373626258e-01,0.000000000000000000e+00,8.279286517756707930e-02,7.957454840678257479e-02,2.894408989071261054e-02,1.916613071550566857e-02,5.964912280701755165e-01,7.674418604651161990e-01,1.000000000000000000e+00,9.705882352941175295e-01
